Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
1801,Providence School,2.5,Bachelors,Los Angeles,M,0,0,0,0,Senior SWE,11/20,06/21,Data scientist,02/20,09/20,Research Assistant,07/19,11/19
1802,State Providence College,2.67,Phd,Providence,N/A,N/A,1,1,3,Junior SWE,07/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1803,State Providence College,2.48,Bachelors,Providence,M,N/A,1,0,1,Lawyer,05/21,N/A,Teaching Assistant,09/20,04/21,Data scientist,05/20,10/20
1804,Providence State University,3.23,Bachelors,Miami,F,0,0,N/A,1,Junior SWE,02/20,N/A,Research Assistant,08/19,10/19,Data scientist,01/19,03/19
1805,Providence University,2.81,Bachelors,Los Angeles,F,1,0,N/A,0,ML Engineer,07/21,N/A,Lawyer,11/20,05/21,ML Engineer,06/20,11/20
1806,Providence School,3.56,Phd,Chicago,N/A,1,1,0,2,Data scientist,01/23,N/A,Lawyer,05/22,10/22,Senior SWE,11/21,04/22
1807,Providence State University,2.78,Bachelors,Providence,F,0,0,N/A,2,Junior SWE,06/21,06/22,Lawyer,11/20,05/21,Senior SWE,05/20,06/20
1808,State Providence College,2.52,Phd,Chicago,F,N/A,0,0,4,Lawyer,03/22,N/A,ML Engineer,04/21,11/21,Research Assistant,12/20,04/21
1809,Providence University,2.19,Bachelors,Chicago,M,1,1,1,3,ML Engineer,10/22,N/A,Junior SWE,02/22,07/22,Teaching Assistant,05/21,04/22
1810,Providence School,2.08,Phd,Providence,M,N/A,0,0,4,Senior SWE,08/23,10/23,Teaching Assistant,09/22,03/23,ML Engineer,04/22,02/23
1811,Providence School,2.17,Masters,Los Angeles,M,1,1,1,4,ML Engineer,12/21,05/22,Data scientist,12/20,09/21,Research Assistant,11/20,04/21
1812,Providence University,2.91,Masters,Los Angeles,F,0,1,1,4,ML Engineer,06/20,N/A,Research Assistant,06/19,04/20,Junior SWE,04/19,07/19
1813,State Providence College,3.0,Phd,Boston,N/A,N/A,0,1,0,Lawyer,02/23,N/A,Senior SWE,07/22,09/22,Data scientist,09/21,02/22
1814,Providence University,2.17,Bachelors,Chicago,F,1,1,0,0,Senior SWE,07/22,02/23,Lawyer,10/21,02/22,Data scientist,07/21,07/21
1815,Providence School,3.16,Bachelors,Miami,M,0,0,N/A,4,ML Engineer,02/21,N/A,Data scientist,03/20,10/20,Teaching Assistant,08/19,06/20
1816,State Providence College,2.61,Bachelors,Miami,N/A,N/A,0,N/A,3,Lawyer,04/22,06/22,Lawyer,05/21,01/22,Senior SWE,10/20,10/21
1817,State Providence College,2.86,Masters,Boston,F,0,0,0,0,Data scientist,07/20,N/A,Teaching Assistant,09/19,06/20,Teaching Assistant,03/19,07/19
1818,State Providence College,3.44,Bachelors,Chicago,M,0,0,0,4,Junior SWE,10/23,N/A,Lawyer,04/23,07/23,Research Assistant,05/22,12/22
1819,Providence University,3.16,Phd,Boston,N/A,0,0,0,3,Junior SWE,07/23,N/A,Senior SWE,01/23,04/23,Senior SWE,02/22,11/22
1820,Providence University,2.69,Phd,Miami,N/A,1,1,N/A,4,Lawyer,09/22,N/A,Research Assistant,10/21,06/22,ML Engineer,09/21,02/22
1821,State Providence College,2.44,Masters,Boston,F,0,0,0,0,Lawyer,02/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1822,Providence State University,1.94,Masters,Chicago,M,0,0,1,2,Senior SWE,07/21,05/22,N/A,N/A,N/A,N/A,N/A,N/A
1823,Providence School,2.51,Phd,Providence,M,N/A,1,N/A,2,Data scientist,05/21,N/A,Teaching Assistant,11/20,04/21,Research Assistant,01/20,05/20
1824,State Providence College,2.72,Masters,Miami,N/A,0,0,N/A,0,Lawyer,12/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1825,Providence University,2.41,Phd,Los Angeles,M,1,1,1,2,Lawyer,06/22,N/A,ML Engineer,11/21,02/22,Lawyer,05/21,10/21
1826,Providence University,2.75,Phd,Boston,M,N/A,1,1,1,Senior SWE,04/23,08/23,Junior SWE,09/22,03/23,Junior SWE,02/22,06/22
1827,Providence School,2.83,Phd,Boston,F,N/A,1,1,0,ML Engineer,06/22,N/A,ML Engineer,10/21,04/22,N/A,N/A,N/A
1828,Providence School,2.71,Phd,Providence,M,N/A,0,N/A,0,Junior SWE,03/21,N/A,Data scientist,07/20,01/21,Lawyer,11/19,09/20
1829,Providence State University,2.54,Phd,Boston,F,1,1,N/A,1,Senior SWE,02/20,N/A,ML Engineer,06/19,01/20,Research Assistant,02/19,04/19
1830,Providence University,2.87,Masters,Miami,N/A,0,0,0,0,Senior SWE,09/21,12/21,Data scientist,03/21,04/21,Lawyer,07/20,03/21
1831,Providence State University,2.98,Bachelors,Chicago,M,1,0,N/A,1,Junior SWE,11/23,N/A,Data scientist,04/23,10/23,Senior SWE,05/22,03/23
1832,Providence School,2.36,Masters,Los Angeles,N/A,1,1,N/A,3,Data scientist,02/22,01/23,Junior SWE,04/21,01/22,Senior SWE,08/20,08/21
1833,Providence University,3.36,Masters,Boston,F,0,1,1,0,Senior SWE,09/22,N/A,Senior SWE,10/21,07/22,Senior SWE,08/21,10/21
1834,Providence School,2.76,Masters,Chicago,N/A,N/A,0,0,4,Junior SWE,09/22,07/23,Research Assistant,12/21,07/22,Lawyer,09/21,01/22
1835,Providence University,2.81,Phd,Chicago,F,1,0,1,0,Senior SWE,04/23,N/A,Teaching Assistant,04/22,01/23,Teaching Assistant,11/21,08/22
1836,Providence State University,3.08,Bachelors,Los Angeles,M,0,1,0,3,Junior SWE,06/20,N/A,Junior SWE,06/19,04/20,Junior SWE,02/19,10/19
1837,State Providence College,2.89,Phd,Miami,N/A,N/A,0,1,2,ML Engineer,06/23,N/A,Teaching Assistant,10/22,02/23,Teaching Assistant,12/21,10/22
1838,Providence State University,3.18,Phd,Los Angeles,N/A,1,0,0,0,Senior SWE,12/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1839,Providence School,2.91,Bachelors,Boston,F,0,0,1,4,ML Engineer,11/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A
1840,Providence School,2.56,Phd,Providence,N/A,N/A,0,1,0,Senior SWE,03/22,07/22,ML Engineer,05/21,10/21,Senior SWE,09/20,07/21
1841,State Providence College,2.94,Masters,Boston,F,0,1,N/A,2,Senior SWE,04/21,08/21,Data scientist,10/20,11/20,Research Assistant,11/19,08/20
1842,State Providence College,2.34,Phd,Miami,F,0,0,1,2,Junior SWE,02/22,N/A,Lawyer,02/21,10/21,Research Assistant,10/20,05/21
1843,State Providence College,2.84,Bachelors,Boston,M,0,1,N/A,3,Junior SWE,03/20,12/20,Lawyer,03/19,10/19,Data scientist,09/18,09/19
1844,Providence School,2.79,Bachelors,Los Angeles,F,0,0,1,0,Junior SWE,05/23,N/A,Teaching Assistant,08/22,03/23,Teaching Assistant,12/21,05/22
1845,Providence State University,2.72,Bachelors,Chicago,N/A,0,0,1,4,Junior SWE,04/21,01/22,Data scientist,06/20,12/20,Junior SWE,12/19,09/20
1846,State Providence College,2.75,Bachelors,Miami,F,1,0,1,0,ML Engineer,03/23,04/23,Teaching Assistant,05/22,10/22,Research Assistant,11/21,06/22
1847,Providence University,2.05,Bachelors,Boston,F,0,0,0,4,Data scientist,10/21,N/A,Junior SWE,01/21,09/21,Data scientist,04/20,01/21
1848,Providence School,2.58,Phd,Providence,M,1,1,0,3,Junior SWE,03/22,N/A,Senior SWE,03/21,11/21,Junior SWE,02/21,04/21
1849,Providence School,2.84,Bachelors,Los Angeles,F,N/A,1,0,0,Lawyer,11/22,N/A,Research Assistant,12/21,07/22,Senior SWE,11/21,04/22
1850,Providence State University,2.86,Bachelors,Los Angeles,F,N/A,0,0,2,Data scientist,02/23,N/A,Junior SWE,08/22,09/22,Teaching Assistant,08/21,03/22
1851,Providence State University,2.39,Bachelors,Providence,F,0,1,1,0,Data scientist,03/22,N/A,Data scientist,07/21,10/21,N/A,N/A,N/A
1852,State Providence College,3.31,Masters,Miami,N/A,N/A,1,N/A,4,ML Engineer,11/20,N/A,Data scientist,05/20,06/20,ML Engineer,07/19,11/19
1853,Providence School,2.45,Masters,Providence,M,0,1,N/A,1,ML Engineer,08/20,09/20,Senior SWE,02/20,04/20,Senior SWE,06/19,09/19
1854,Providence University,3.19,Bachelors,Miami,M,0,1,0,2,Data scientist,08/20,11/20,Teaching Assistant,12/19,04/20,Research Assistant,02/19,10/19
1855,State Providence College,2.97,Phd,Los Angeles,N/A,N/A,0,1,3,Data scientist,10/20,N/A,ML Engineer,02/20,08/20,Lawyer,06/19,04/20
1856,Providence State University,2.54,Masters,Miami,N/A,N/A,0,N/A,4,ML Engineer,10/21,N/A,ML Engineer,10/20,07/21,N/A,N/A,N/A
1857,Providence University,3.51,Masters,Boston,M,N/A,1,N/A,2,Lawyer,08/21,N/A,Senior SWE,11/20,04/21,Lawyer,07/20,10/20
1858,Providence State University,2.32,Masters,Los Angeles,F,1,1,1,2,Data scientist,11/20,02/21,ML Engineer,04/20,08/20,Junior SWE,06/19,11/19
1859,State Providence College,3.17,Bachelors,Los Angeles,M,1,0,0,2,Data scientist,10/21,N/A,Lawyer,04/21,06/21,Lawyer,09/20,11/20
1860,Providence University,3.2,Phd,Los Angeles,F,0,1,N/A,4,Senior SWE,11/20,N/A,ML Engineer,05/20,06/20,N/A,N/A,N/A
1861,Providence State University,2.53,Phd,Providence,N/A,N/A,1,0,2,Data scientist,11/23,10/24,ML Engineer,05/23,10/23,N/A,N/A,N/A
1862,Providence School,3.36,Masters,Boston,F,1,0,0,0,Data scientist,10/21,01/22,ML Engineer,10/20,08/21,Senior SWE,04/20,01/21
1863,Providence School,2.7,Masters,Miami,M,0,0,1,3,Senior SWE,06/20,02/21,Lawyer,08/19,05/20,Data scientist,01/19,09/19
1864,State Providence College,2.92,Bachelors,Boston,M,0,0,0,0,ML Engineer,11/20,N/A,Teaching Assistant,04/20,07/20,Senior SWE,11/19,12/19
1865,Providence University,2.9,Masters,Los Angeles,N/A,1,1,1,4,Lawyer,06/23,N/A,ML Engineer,07/22,02/23,Junior SWE,04/22,09/22
1866,Providence State University,2.75,Phd,Los Angeles,N/A,1,1,0,2,Junior SWE,03/23,05/23,N/A,N/A,N/A,N/A,N/A,N/A
1867,Providence State University,3.12,Masters,Chicago,F,0,1,1,4,Data scientist,08/22,04/23,Lawyer,12/21,06/22,Research Assistant,05/21,12/21
1868,Providence School,3.12,Phd,Boston,F,1,0,1,0,Junior SWE,02/20,N/A,Senior SWE,07/19,01/20,Lawyer,10/18,07/19
1869,State Providence College,2.1,Masters,Los Angeles,F,1,1,0,3,Data scientist,08/22,10/22,Junior SWE,02/22,07/22,Data scientist,08/21,09/21
1870,Providence University,3.32,Bachelors,Boston,F,0,1,0,1,Senior SWE,08/21,03/22,Senior SWE,09/20,03/21,Teaching Assistant,07/20,01/21
1871,Providence School,2.14,Phd,Providence,M,N/A,0,0,3,Lawyer,11/20,N/A,Junior SWE,04/20,06/20,ML Engineer,11/19,05/20
1872,Providence School,3.21,Masters,Providence,N/A,1,1,0,2,ML Engineer,05/20,N/A,Research Assistant,11/19,01/20,N/A,N/A,N/A
1873,Providence School,3.25,Phd,Miami,N/A,1,1,N/A,2,Lawyer,05/21,N/A,Senior SWE,10/20,04/21,Data scientist,01/20,08/20
1874,Providence State University,2.36,Phd,Miami,M,0,1,0,3,Data scientist,10/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1875,State Providence College,2.64,Masters,Los Angeles,N/A,0,0,N/A,3,Data scientist,01/20,04/20,Junior SWE,07/19,09/19,Research Assistant,10/18,06/19
1876,Providence School,2.36,Masters,Miami,N/A,0,0,0,4,Lawyer,06/23,10/23,Junior SWE,06/22,03/23,Teaching Assistant,03/22,06/22
1877,Providence School,2.71,Bachelors,Los Angeles,F,1,0,1,4,ML Engineer,09/20,N/A,Data scientist,01/20,05/20,Data scientist,09/19,03/20
1878,Providence State University,2.68,Masters,Los Angeles,N/A,1,0,N/A,1,Senior SWE,02/22,09/22,Junior SWE,02/21,10/21,Senior SWE,02/21,05/21
1879,Providence University,3.11,Masters,Chicago,M,N/A,0,1,4,Data scientist,05/23,01/24,Junior SWE,08/22,01/23,Teaching Assistant,01/22,07/22
1880,Providence University,3.32,Masters,Chicago,N/A,0,1,N/A,4,Junior SWE,08/22,06/23,Data scientist,02/22,05/22,ML Engineer,08/21,10/21
1881,Providence University,3.36,Phd,Chicago,F,0,0,N/A,2,Lawyer,08/20,10/20,ML Engineer,02/20,04/20,Research Assistant,07/19,08/19
1882,Providence State University,2.58,Masters,Chicago,F,N/A,1,0,4,ML Engineer,01/22,11/22,ML Engineer,03/21,10/21,N/A,N/A,N/A
1883,Providence State University,2.72,Phd,Providence,N/A,0,1,1,0,ML Engineer,01/20,09/20,Data scientist,02/19,12/19,Research Assistant,08/18,07/19
1884,State Providence College,2.13,Bachelors,Boston,F,N/A,1,0,3,Senior SWE,06/20,02/21,Lawyer,07/19,03/20,Junior SWE,12/18,09/19
1885,Providence University,2.48,Phd,Providence,F,0,0,N/A,2,ML Engineer,05/22,N/A,Research Assistant,06/21,01/22,Junior SWE,12/20,09/21
1886,Providence State University,3.19,Masters,Los Angeles,M,0,0,0,1,Lawyer,02/20,N/A,Junior SWE,05/19,11/19,Data scientist,11/18,04/19
1887,Providence University,3.45,Phd,Boston,M,N/A,1,N/A,4,Junior SWE,11/21,12/21,Junior SWE,11/20,09/21,Teaching Assistant,08/20,12/20
1888,State Providence College,2.31,Masters,Chicago,F,0,1,N/A,2,Senior SWE,02/20,N/A,Data scientist,03/19,09/19,Data scientist,08/18,03/19
1889,Providence School,2.56,Bachelors,Chicago,M,N/A,1,1,0,Data scientist,10/20,N/A,Data scientist,12/19,09/20,Lawyer,04/19,04/20
1890,Providence University,2.79,Masters,Chicago,M,0,1,0,2,Data scientist,10/21,08/22,Lawyer,11/20,06/21,ML Engineer,06/20,02/21
1891,Providence School,2.91,Masters,Boston,M,0,0,1,1,Lawyer,09/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1892,Providence School,2.48,Phd,Los Angeles,F,1,1,0,4,Lawyer,07/21,01/22,ML Engineer,12/20,06/21,N/A,N/A,N/A
1893,State Providence College,2.97,Bachelors,Los Angeles,M,0,0,0,0,ML Engineer,08/21,05/22,Senior SWE,12/20,05/21,Data scientist,02/20,01/21
1894,State Providence College,2.61,Phd,Boston,F,N/A,1,1,2,Lawyer,10/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1895,Providence School,2.79,Bachelors,Miami,M,N/A,0,1,4,Senior SWE,09/21,01/22,Teaching Assistant,01/21,04/21,Lawyer,03/20,11/20
1896,Providence University,3.02,Bachelors,Chicago,N/A,0,0,0,2,Senior SWE,12/23,03/24,ML Engineer,12/22,08/23,Teaching Assistant,06/22,06/23
1897,Providence School,2.8,Bachelors,Providence,M,0,0,N/A,3,ML Engineer,01/20,02/20,Junior SWE,06/19,09/19,ML Engineer,07/18,04/19
1898,Providence State University,2.63,Masters,Los Angeles,M,0,0,N/A,3,ML Engineer,08/22,N/A,Teaching Assistant,12/21,04/22,N/A,N/A,N/A
1899,Providence State University,2.76,Bachelors,Providence,N/A,1,0,N/A,3,Data scientist,10/23,04/24,N/A,N/A,N/A,N/A,N/A,N/A
1900,Providence State University,2.76,Bachelors,Los Angeles,N/A,1,1,0,1,ML Engineer,11/23,N/A,Data scientist,11/22,08/23,Junior SWE,05/22,12/22
1901,Providence State University,2.65,Phd,Providence,F,0,0,0,2,Lawyer,04/20,N/A,Lawyer,09/19,11/19,Lawyer,03/19,08/19
1902,State Providence College,2.7,Phd,Los Angeles,M,0,0,N/A,1,Data scientist,06/21,08/21,ML Engineer,09/20,04/21,Teaching Assistant,12/19,07/20
1903,Providence University,3.44,Masters,Boston,M,N/A,1,N/A,4,Junior SWE,10/21,02/22,Lawyer,03/21,07/21,ML Engineer,06/20,03/21
1904,State Providence College,3.02,Bachelors,Boston,N/A,0,1,0,2,Lawyer,08/23,N/A,Teaching Assistant,08/22,06/23,Lawyer,05/22,01/23
1905,Providence State University,2.68,Masters,Boston,N/A,1,0,N/A,3,ML Engineer,09/22,08/23,ML Engineer,09/21,08/22,Data scientist,05/21,09/21
1906,Providence School,3.08,Masters,Boston,M,0,1,1,3,Senior SWE,03/21,N/A,Research Assistant,05/20,02/21,Senior SWE,11/19,04/20
1907,Providence State University,2.67,Masters,Los Angeles,M,N/A,0,1,3,Data scientist,01/23,N/A,Research Assistant,02/22,12/22,Junior SWE,01/22,06/22
1908,Providence School,3.27,Masters,Boston,F,0,0,N/A,4,Lawyer,08/22,02/23,N/A,N/A,N/A,N/A,N/A,N/A
1909,Providence University,2.95,Phd,Chicago,M,1,1,N/A,0,Junior SWE,02/22,N/A,Junior SWE,03/21,12/21,Data scientist,02/21,05/21
1910,Providence State University,2.76,Bachelors,Los Angeles,M,0,1,N/A,4,Junior SWE,06/22,N/A,Research Assistant,09/21,04/22,Data scientist,06/21,12/21
1911,Providence State University,2.98,Phd,Chicago,N/A,N/A,0,0,2,ML Engineer,12/22,N/A,Research Assistant,06/22,08/22,Teaching Assistant,08/21,06/22
1912,Providence State University,2.17,Bachelors,Los Angeles,M,0,0,1,1,ML Engineer,02/23,03/23,Senior SWE,02/22,10/22,Teaching Assistant,11/21,05/22
1913,Providence State University,2.35,Masters,Providence,N/A,1,1,N/A,0,ML Engineer,09/23,N/A,Lawyer,02/23,08/23,ML Engineer,07/22,02/23
1914,Providence University,2.32,Phd,Miami,F,1,0,1,0,Junior SWE,11/22,N/A,Lawyer,04/22,07/22,Teaching Assistant,11/21,05/22
1915,Providence State University,2.86,Bachelors,Boston,N/A,N/A,1,1,3,Lawyer,03/21,N/A,Research Assistant,03/20,02/21,Lawyer,12/19,05/20
1916,Providence School,3.49,Bachelors,Boston,F,0,0,N/A,2,Senior SWE,01/21,N/A,Senior SWE,05/20,09/20,Junior SWE,08/19,01/20
1917,Providence University,3.69,Phd,Providence,F,1,0,N/A,3,Data scientist,04/23,09/23,Lawyer,08/22,12/22,Data scientist,03/22,08/22
1918,State Providence College,3.06,Bachelors,Providence,N/A,1,0,N/A,1,Lawyer,12/22,N/A,Lawyer,03/22,07/22,ML Engineer,08/21,04/22
1919,Providence State University,3.0,Bachelors,Providence,N/A,1,0,0,4,ML Engineer,08/22,N/A,ML Engineer,12/21,06/22,Research Assistant,06/21,01/22
1920,Providence State University,2.08,Bachelors,Chicago,N/A,1,1,1,3,Data scientist,08/23,N/A,ML Engineer,11/22,04/23,Research Assistant,04/22,10/22
1921,Providence School,2.58,Phd,Miami,F,0,1,0,0,Lawyer,09/23,N/A,Senior SWE,10/22,05/23,Junior SWE,03/22,09/22
1922,Providence University,2.48,Phd,Chicago,F,N/A,0,0,3,Lawyer,09/23,N/A,Teaching Assistant,03/23,05/23,Teaching Assistant,04/22,12/22
1923,Providence State University,2.55,Masters,Miami,M,N/A,1,0,2,Senior SWE,10/20,11/20,Junior SWE,11/19,08/20,Teaching Assistant,05/19,11/19
1924,Providence University,2.73,Phd,Providence,N/A,1,0,1,3,ML Engineer,03/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1925,Providence University,2.61,Phd,Chicago,N/A,0,0,0,4,Senior SWE,06/22,06/23,Research Assistant,12/21,03/22,Lawyer,01/21,07/21
1926,Providence School,2.01,Bachelors,Providence,F,1,0,1,2,Lawyer,06/20,N/A,Research Assistant,07/19,05/20,Teaching Assistant,01/19,09/19
1927,Providence School,3.1,Phd,Chicago,M,1,0,0,4,ML Engineer,05/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A
1928,State Providence College,2.37,Phd,Boston,M,0,0,0,0,Data scientist,07/22,01/23,Research Assistant,09/21,02/22,Research Assistant,04/21,08/21
1929,Providence State University,2.9,Phd,Boston,M,1,0,0,1,Senior SWE,07/20,06/21,Research Assistant,12/19,05/20,Data scientist,07/19,08/19
1930,Providence State University,3.63,Bachelors,Chicago,F,1,0,N/A,3,Lawyer,06/22,N/A,Teaching Assistant,09/21,04/22,Research Assistant,04/21,07/21
1931,State Providence College,2.43,Phd,Providence,F,0,0,0,1,ML Engineer,11/21,N/A,Lawyer,05/21,10/21,N/A,N/A,N/A
1932,Providence School,1.79,Masters,Boston,F,N/A,0,0,4,Data scientist,10/21,N/A,Junior SWE,11/20,08/21,Data scientist,09/20,10/20
1933,Providence School,2.69,Phd,Miami,M,N/A,1,N/A,3,Junior SWE,01/22,N/A,Research Assistant,07/21,09/21,Data scientist,12/20,01/21
1934,Providence University,3.24,Bachelors,Boston,M,N/A,0,N/A,3,Lawyer,11/20,10/21,Senior SWE,02/20,09/20,Teaching Assistant,07/19,12/19
1935,Providence School,3.58,Phd,Boston,N/A,1,0,0,0,ML Engineer,11/22,08/23,Teaching Assistant,03/22,07/22,Junior SWE,08/21,05/22
1936,Providence University,2.31,Phd,Miami,M,0,1,1,0,Lawyer,06/21,05/22,Research Assistant,12/20,01/21,Teaching Assistant,02/20,12/20
1937,State Providence College,3.0,Bachelors,Los Angeles,M,0,0,0,3,Senior SWE,02/20,08/20,Senior SWE,03/19,09/19,Junior SWE,01/19,06/19
1938,Providence University,2.61,Masters,Boston,F,N/A,0,1,3,Lawyer,06/20,N/A,ML Engineer,06/19,01/20,Junior SWE,05/19,09/19
1939,State Providence College,2.76,Bachelors,Providence,N/A,1,0,0,1,Lawyer,02/23,N/A,Lawyer,05/22,09/22,Research Assistant,02/22,03/22
1940,State Providence College,3.86,Bachelors,Miami,F,0,1,N/A,4,ML Engineer,09/22,N/A,Data scientist,12/21,04/22,Junior SWE,04/21,09/21
1941,State Providence College,2.2,Phd,Providence,N/A,1,1,N/A,3,ML Engineer,11/21,N/A,Research Assistant,02/21,09/21,ML Engineer,09/20,12/20
1942,State Providence College,2.9,Bachelors,Providence,M,0,0,0,3,Junior SWE,07/21,12/21,Senior SWE,08/20,03/21,Senior SWE,04/20,10/20
1943,Providence School,2.99,Phd,Providence,F,0,1,0,0,Junior SWE,05/22,08/22,Teaching Assistant,05/21,12/21,Teaching Assistant,02/21,06/21
1944,Providence State University,3.23,Phd,Chicago,F,1,0,1,1,Junior SWE,05/22,10/22,Lawyer,11/21,12/21,ML Engineer,02/21,09/21
1945,State Providence College,2.84,Phd,Chicago,N/A,1,0,N/A,2,Senior SWE,12/21,N/A,Junior SWE,05/21,07/21,Data scientist,07/20,05/21
1946,Providence University,2.92,Bachelors,Miami,N/A,0,0,0,4,Lawyer,11/21,N/A,Teaching Assistant,01/21,09/21,ML Engineer,06/20,03/21
1947,Providence State University,2.64,Phd,Los Angeles,N/A,1,0,1,4,Junior SWE,10/22,N/A,ML Engineer,04/22,05/22,Lawyer,05/21,11/21
1948,Providence University,2.91,Bachelors,Miami,N/A,1,1,N/A,1,ML Engineer,03/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1949,Providence University,2.66,Phd,Providence,N/A,N/A,0,N/A,2,Junior SWE,06/20,N/A,Research Assistant,07/19,04/20,N/A,N/A,N/A
1950,Providence University,3.05,Phd,Miami,F,0,1,0,3,ML Engineer,02/23,11/23,Junior SWE,04/22,11/22,Junior SWE,12/21,06/22
1951,State Providence College,2.65,Masters,Chicago,N/A,0,1,1,4,Data scientist,10/21,07/22,Senior SWE,01/21,08/21,Teaching Assistant,07/20,01/21
1952,Providence State University,2.95,Bachelors,Miami,N/A,N/A,1,1,4,Senior SWE,11/20,03/21,Research Assistant,05/20,09/20,Lawyer,09/19,01/20
1953,State Providence College,2.79,Masters,Chicago,F,0,0,1,3,Junior SWE,03/22,05/22,Senior SWE,04/21,10/21,Teaching Assistant,12/20,06/21
1954,Providence School,3.25,Bachelors,Chicago,F,0,0,0,3,Senior SWE,06/23,01/24,Junior SWE,10/22,05/23,Research Assistant,04/22,06/22
1955,State Providence College,2.78,Masters,Providence,M,0,1,N/A,0,ML Engineer,05/21,N/A,Senior SWE,05/20,02/21,N/A,N/A,N/A
1956,Providence University,2.09,Masters,Providence,N/A,1,1,1,0,Lawyer,11/23,N/A,Teaching Assistant,02/23,08/23,Lawyer,06/22,04/23
1957,Providence School,3.3,Masters,Boston,M,0,0,1,3,Senior SWE,12/20,N/A,Lawyer,03/20,07/20,Teaching Assistant,09/19,02/20
1958,Providence State University,2.44,Phd,Boston,N/A,0,0,0,2,Junior SWE,11/22,05/23,Senior SWE,02/22,06/22,Data scientist,10/21,05/22
1959,State Providence College,2.54,Masters,Providence,N/A,N/A,0,N/A,3,Senior SWE,07/20,N/A,ML Engineer,01/20,03/20,Junior SWE,07/19,12/19
1960,Providence School,2.56,Masters,Providence,N/A,N/A,0,N/A,1,Junior SWE,03/23,09/23,Lawyer,04/22,10/22,Lawyer,01/22,07/22
1961,State Providence College,3.35,Masters,Chicago,N/A,1,0,1,3,Data scientist,10/20,N/A,Teaching Assistant,04/20,07/20,Data scientist,10/19,11/19
1962,State Providence College,1.95,Masters,Providence,N/A,1,1,0,3,Junior SWE,12/20,N/A,Research Assistant,12/19,08/20,Junior SWE,10/19,01/20
1963,State Providence College,4.06,Bachelors,Los Angeles,F,N/A,0,1,2,ML Engineer,02/22,08/22,Data scientist,05/21,10/21,Senior SWE,11/20,06/21
1964,Providence University,3.22,Phd,Miami,M,0,1,1,0,Junior SWE,05/22,N/A,Research Assistant,07/21,02/22,Data scientist,05/21,10/21
1965,Providence University,2.89,Masters,Providence,M,1,1,0,1,Data scientist,09/23,06/24,Senior SWE,03/23,07/23,ML Engineer,06/22,12/22
1966,Providence University,2.78,Bachelors,Chicago,N/A,1,1,1,0,Data scientist,07/23,N/A,Senior SWE,09/22,05/23,Teaching Assistant,06/22,11/22
1967,Providence State University,2.91,Bachelors,Boston,M,0,1,N/A,2,Lawyer,11/20,N/A,ML Engineer,01/20,09/20,Research Assistant,06/19,11/19
1968,State Providence College,3.01,Masters,Chicago,N/A,0,1,N/A,3,Senior SWE,06/21,N/A,Teaching Assistant,10/20,04/21,Junior SWE,04/20,06/20
1969,State Providence College,3.06,Phd,Chicago,F,N/A,0,1,1,Data scientist,03/20,12/20,ML Engineer,06/19,02/20,Lawyer,10/18,08/19
1970,State Providence College,3.02,Phd,Providence,F,0,1,N/A,1,Data scientist,11/23,05/24,N/A,N/A,N/A,N/A,N/A,N/A
1971,State Providence College,2.84,Phd,Boston,F,1,0,0,0,Lawyer,12/20,05/21,Teaching Assistant,03/20,08/20,N/A,N/A,N/A
1972,Providence State University,2.72,Masters,Miami,M,1,0,0,1,Senior SWE,12/22,N/A,Junior SWE,04/22,08/22,Lawyer,12/21,12/21
1973,State Providence College,2.74,Bachelors,Los Angeles,M,1,0,0,2,Senior SWE,11/20,04/21,Junior SWE,05/20,06/20,ML Engineer,06/19,05/20
1974,Providence State University,2.72,Phd,Miami,N/A,1,0,0,1,Junior SWE,09/22,10/22,Junior SWE,01/22,05/22,Teaching Assistant,03/21,02/22
1975,Providence School,3.25,Phd,Miami,N/A,0,1,0,2,Junior SWE,02/21,12/21,ML Engineer,03/20,12/20,ML Engineer,08/19,04/20
1976,Providence University,3.04,Phd,Los Angeles,N/A,N/A,0,1,1,Lawyer,11/22,08/23,Junior SWE,11/21,08/22,Lawyer,07/21,03/22
1977,Providence University,1.62,Bachelors,Los Angeles,N/A,0,0,1,1,Data scientist,11/21,04/22,Teaching Assistant,12/20,10/21,Research Assistant,10/20,02/21
1978,Providence State University,3.06,Bachelors,Chicago,N/A,1,0,1,2,Lawyer,07/21,03/22,Junior SWE,12/20,03/21,Teaching Assistant,04/20,08/20
1979,Providence University,2.88,Masters,Providence,F,0,1,1,1,Lawyer,09/20,N/A,Data scientist,12/19,04/20,N/A,N/A,N/A
